Reaction	Acetate	Fructose	Galactose	Glucose	Glycerol	Gluconate	Pyruvate	Succinate
R_EX_ala__D_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ala__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_alaala_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_all__D_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_alltn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_amp_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_anhgm_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_arab__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_mal__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_malt_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_malthx_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_maltpt_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_malttr_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_maltttr_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_man_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_cynt_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_man6p_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_manglyc_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_melib_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_cys__D_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_meoh_e	1.642541368182093e-06	2.9065243979848036e-06	2.678296103224636e-06	2.901244847662217e-06	2.813568257409401e-06	2.761257467442341e-06	2.330983629292504e-06	2.3468167804715835e-06
R_EX_met__D_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_arbt_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_arbtn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_arbtn_fe3_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_met__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_cys__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_metsox_R__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_metsox_S__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_mg2_e	-0.0071245231844898295	-0.012607049576259088	-0.011617109347736862	-0.012584149526734865	-0.012203852316513279	-0.011976954265031156	-0.010110641492056238	-0.010179317785295494
R_EX_mincyc_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_minohp_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_mmet_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_arg__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ascb__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_asn__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_aso3_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_asp__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_btn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_but_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_mn2_e	-0.0005674980427069131	-0.0010042041795037496	-0.0009253513036641118	-0.0010023800948672959	-0.0009720878329349481	-0.0009540144550013289	-0.0008053548439205602	-0.0008108251976529322
R_EX_mnl_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_mobd_e	-0.00010594391824774501	-0.00018747082367001985	-0.000172750098657989	-0.00018713029267421297	-0.00018147515260290637	-0.00017810110665003102	-0.0001503484440893665	-0.00015136968234041715
R_EX_mso3_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_n2o_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_na1_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_nac_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_nh4_e	-8.870400115227072	-15.696429237174387	-14.463902415407473	-15.66791749025212	-15.194427780132683	-14.911927962265166	-12.588271963435263	-12.673777503083095
R_EX_butso3_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ca2_e	-0.004274713910694188	-0.007564229745755453	-0.0069702656086421165	-0.00755048971604092	-0.007322311389907967	-0.007186172559018694	-0.006066384895233742	-0.0061075906711772964
R_EX_cbi_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_cytd_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_cbl1_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_cd2_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_cgly_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ni2_e	-0.000265270430961408	-0.00046940369027454577	-0.00043254482067077877	-0.000468551042897448	-0.0004543912735716182	-0.00044594308099193806	-0.00037645385613073944	-0.00037901091004616076
R_EX_nmn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_no_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_no2_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_no3_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_novbcn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_o16a4colipa_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_o2_e	-27.632915751417386	-20.981320880824505	-20.728842760806888	-20.83998570961349	-22.81413020053525	-19.346878175815224	-26.0660848630605	-30.637644895720875
R_EX_o2s_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ocdca_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ocdcea_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_octa_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_orn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_orot_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_pacald_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_peamn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_phe__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_pheme_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_chol_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_chtbs_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_cit_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_cl_e	-0.004274713910693897	-0.007564229745755453	-0.0069702656086421165	-0.00755048971604092	-0.007322311389907967	-0.007186172559018694	-0.006066384895233742	-0.0061075906711772964
R_EX_pi_e	-0.7922231612659935	-1.4018617682777244	-1.2917837241747467	-1.399315359321177	-1.3570275808590049	-1.3317972760364467	-1.1242695346493665	-1.1319061088745623
R_EX_dad_2_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_pnto__R_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ppa_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_damp_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ppal_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_dca_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_pppn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ppt_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_dcmp_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_pro__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_dcyt_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_progly_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_psclys_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ddca_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_pser__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ptrc_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_dgmp_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_dgsn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_val__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_xan_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_dha_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_xmp_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_dimp_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_din_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_xtsn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_pydam_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_xyl__D_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_xylu__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_zn2_e	-0.0002800533032750469	-0.0004955624098564091	-0.0004566494855998005	-0.000494662246526408	-0.00047971338788830285	-0.00047079439819891917	-0.00039743270879437196	-0.000400132261070405
R_12DGR120tipp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_12DGR140tipp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_12DGR141tipp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_12DGR160tipp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_12DGR161tipp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_12DGR180tipp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_pydx_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_pydxn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_pyr_e	0.0	0.0	0.0	0.0	0.0	0.0	-43.97501201902082	0.0
R_EX_quin_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_r5p_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_rfamp_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_rib__D_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_rmn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_sbt__D_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_sel_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ser__D_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ser__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_skm_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_12DGR181tipp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_12PPDRtex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_12PPDRtpp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_dms_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_12PPDStex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_12PPDStpp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_14GLUCANabcpp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_slnt_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_so2_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_so3_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_dmso_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_so4_e	-0.20713267923460255	-0.3665272592078737	-0.3377465300971416	-0.36586148151444264	-0.3548050251006119	-0.34820837293181595	-0.2939486905719296	-0.29594533010136925
R_EX_spmd_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_succ_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-32.66401354443351
R_14GLUCANtexi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_23CAMPtex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_23CCMPtex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_sucr_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_sulfac_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_23CGMPtex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_tartr__D_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_23CUMPtex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_dopa_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_23DAPPAt2pp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_23DAPPAtex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_23PDE2pp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_23PDE4pp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_tartr__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_taur_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_tcynt_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_23PDE7pp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_23PDE9pp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_doxrbcn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_26DAHtex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_2AGPA120tipp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_thm_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_thr__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_dtmp_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_thrp_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_2AGPA140tipp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_2AGPA141tipp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_thym_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_dump_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_thymd_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
