Gencode	Gene_ID	Expression
ENSG00000273055.1	NA	0.7446277319750001
ENSG00000242041.1	RPL35AP28	0.0
ENSG00000278923.1	NA	0.0
ENSG00000167768.4	KRT1	0.00623515986716
ENSG00000280159.1	NA	0.012762713080599999
ENSG00000235240.1	NA	0.0
ENSG00000264172.1	PDLIM1P3	0.0
ENSG00000199903.1	RNU6-1273P	0.0
ENSG00000200058.1	RNA5SP218	0.0
ENSG00000275358.1	NA	0.0246239329357
ENSG00000218358.2	RAET1K	0.00818200303243
ENSG00000266460.1	NA	0.0
ENSG00000260371.1	NA	0.0
ENSG00000264091.1	NA	0.9546509384299999
ENSG00000238921.2	NA	0.0
ENSG00000274815.1	NA	0.0
ENSG00000269349.1	NA	0.0
ENSG00000200291.1	Y_RNA	0.152088997544
ENSG00000233614.6	DDX11L10	0.036014109691199996
ENSG00000022567.8	SLC45A4	2.3049751907
ENSG00000241670.3	NA	0.0
ENSG00000278933.1	NA	0.0
ENSG00000202175.1	RNA5SP128	0.0
ENSG00000120662.14	MTRF1	2.11229879276
ENSG00000235523.1	NA	0.0
ENSG00000249848.1	NA	0.0
ENSG00000277826.1	NA	0.0
ENSG00000230225.1	MTND5P14	0.0
ENSG00000239877.2	IGSF11-AS1	0.0
ENSG00000201398.1	U8	0.0
ENSG00000281474.1	NA	0.0
ENSG00000272905.1	NA	0.0232231702837
ENSG00000259952.1	NA	0.0
ENSG00000260812.1	RARRES2P7	0.0
ENSG00000225630.1	MTND2P28	137.373949994
ENSG00000230231.1	FMO7P	0.0
ENSG00000164283.11	ESM1	1.34696111072
ENSG00000231880.2	NA	0.0
ENSG00000227489.1	NA	0.0
ENSG00000254555.1	NA	0.0
ENSG00000013392.7	RWDD2A	2.2540369379599996
ENSG00000258279.2	LINC00592	0.05943707949990001
ENSG00000226688.5	ENTPD1-AS1	0.29594712501
ENSG00000250929.2	LINC01181	0.0
ENSG00000204581.2	ACOXL-AS1	0.022600637746900003
ENSG00000225620.1	NA	0.0
ENSG00000258477.1	PPIAP6	0.373059985959
ENSG00000225488.1	NA	0.0
ENSG00000184178.14	SCFD2	9.380906670489999
ENSG00000237786.1	GFOD1-AS1	0.0
ENSG00000166913.11	YWHAB	246.394171415
ENSG00000275856.1	NA	0.0
ENSG00000164112.11	SMIM43	0.061559832339199996
ENSG00000259345.4	NA	1.13405287681
ENSG00000130204.11	TOMM40	12.565163251900001
ENSG00000280387.1	NA	0.0497214030432
ENSG00000189099.10	PRSS48	0.0156856195647
ENSG00000232879.2	GLRX5P2	0.44835484825099997
ENSG00000111863.11	ADTRP	0.239237825534
ENSG00000164182.9	NDUFAF2	8.75566040138
ENSG00000109618.10	SEPSECS	5.165217639630001
ENSG00000271623.1	NA	0.0
ENSG00000279345.1	NA	0.28253755719
ENSG00000214866.6	DCDC2C	0.0
ENSG00000153015.14	CWC27	5.43787297582
ENSG00000202290.1	RNA5SP37	0.357994101911
ENSG00000254578.1	NA	0.0
ENSG00000240710.1	NA	0.431549747057
ENSG00000248778.1	NA	0.0
ENSG00000250210.4	NA	0.0
ENSG00000225215.1	SMARCE1P1	0.0
ENSG00000257246.1	PHBP19	0.041148747346099995
ENSG00000245017.2	LINC02453	0.177939369389
ENSG00000281091.1	NA	0.0335780903668
ENSG00000250885.1	LINC02061	0.0
ENSG00000273797.1	NA	0.117746320679
ENSG00000089116.3	LHX5	0.00496418487983
ENSG00000036448.8	MYOM2	0.09885138752860001
ENSG00000234055.1	NA	0.193108851653
ENSG00000267552.5	NA	0.0
ENSG00000224695.1	MTND6P7	0.0
ENSG00000106038.11	EVX1	0.0
ENSG00000255189.1	GLYATL1P1	0.18341535609200002
ENSG00000164114.17	MAP9	6.51559774507
ENSG00000238698.1	RNU7-147P	0.0
ENSG00000199836.1	RNU1-47P	0.0
ENSG00000149089.11	APIP	4.23797402262
ENSG00000251710.1	NA	0.0
ENSG00000224570.1	NA	0.0
ENSG00000179632.8	MAF1	51.8842945344
ENSG00000271677.1	NA	0.0
ENSG00000114861.17	FOXP1	5.772440363049999
ENSG00000205030.1	OR5L2	0.0
ENSG00000138193.13	PLCE1	2.9189585862199996
ENSG00000243073.3	PRAMEF4	0.0
ENSG00000152942.17	RAD17	7.4674637303399996
ENSG00000240809.1	CAP1P1	0.703640663336
ENSG00000280004.1	NA	0.07083597145880001
ENSG00000224560.3	NA	0.0
ENSG00000227233.1	CICP17	0.0
ENSG00000118363.10	SPCS2	27.129678223899997
ENSG00000258116.1	PPIAP45	0.0977714984211
ENSG00000273311.1	DGCR11	1.18415092126
ENSG00000136169.15	SETDB2	1.63772384148
ENSG00000279700.1	NA	0.263321614936
ENSG00000121644.17	DESI2	18.1239190087
ENSG00000135903.17	PAX3	0.043529033184400004
ENSG00000138495.5	COX17	15.9201889059
ENSG00000204528.3	PSORS1C3	0.026160333473
ENSG00000169992.8	NLGN2	4.38838415616
ENSG00000239344.1	NA	0.0828468771668
ENSG00000253309.5	SERPINE3	0.053534394074099996
ENSG00000101323.4	HAO1	0.0
ENSG00000272456.1	NA	0.04640003314899999
ENSG00000251538.4	LINC02201	0.0
ENSG00000263711.4	LINC02864	0.0
ENSG00000262662.1	NA	0.0282569722213
ENSG00000127564.15	PKMYT1	1.8859760791999998
ENSG00000219395.2	HSPA8P15	3.1184049420099997
ENSG00000255349.1	OR4A7P	0.0
ENSG00000254843.1	XIAPP2	0.0
ENSG00000277998.1	NA	0.543451768294
ENSG00000275248.1	NA	0.0
ENSG00000226086.5	EIF3LP3	0.0377447147189
ENSG00000235023.1	NA	0.0108711126486
ENSG00000176973.7	FAM89B	13.2254839798
ENSG00000255521.1	NA	0.178898754936
ENSG00000211682.2	IGLJ6	0.0
ENSG00000231630.1	NA	0.0
ENSG00000249514.1	TMEM251P1	0.0
ENSG00000272374.1	NA	0.214802062243
ENSG00000159479.15	MED8	19.110230023499998
ENSG00000112511.16	PHF1	9.39153789228
ENSG00000196381.9	ZNF781	0.287358642304
ENSG00000211950.2	IGHV1-24	1.28332030044
ENSG00000202534.1	RNU6-1329P	0.0
ENSG00000231062.1	NA	0.0
ENSG00000154511.10	DIPK1A	8.838087970510001
ENSG00000253946.1	NA	0.0
ENSG00000144504.14	ANKMY1	1.39086494765
ENSG00000142507.8	PSMB6	64.61282590270001
ENSG00000259677.1	NA	0.332720166209
ENSG00000164116.15	GUCY1A1	4.71096065545
ENSG00000273305.1	NA	1.54821135224
ENSG00000138669.8	PRKG2	0.0606453391301
ENSG00000250927.1	MESTP3	0.0
ENSG00000174013.7	FBXO45	7.59818918553
ENSG00000235110.5	NA	0.0
ENSG00000277670.1	NA	0.0
ENSG00000227863.2	NA	1.1097283636
ENSG00000196704.10	AMZ2	33.5809907999
ENSG00000251332.1	PSME2P4	0.043698810561899996
ENSG00000259235.1	NA	0.0186679635975
ENSG00000258507.1	NA	0.0
ENSG00000178821.11	TMEM52	0.934288245891
ENSG00000244019.1	RPS2P24	0.0
ENSG00000222054.1	RNA5SP177	0.0
ENSG00000106069.19	CHN2	0.23866273460700002
ENSG00000243911.3	RN7SL430P	0.0
ENSG00000232301.1	LNCPRESS1	0.0205199441131
ENSG00000267871.4	ZNF460-AS1	0.504490333317
ENSG00000227851.1	NA	0.0
ENSG00000225715.1	PSMA1P1	0.039879377248
ENSG00000271934.1	OR2AS2P	0.0
ENSG00000271919.1	NA	0.111604875896
ENSG00000176928.5	GCNT4	0.430142955243
ENSG00000233714.1	NA	0.0
ENSG00000129455.14	KLK8	0.074862037397
ENSG00000253049.1	NA	0.0
ENSG00000240250.3	RN7SL541P	0.16444958745
ENSG00000277889.1	MIR8081	0.0
ENSG00000216902.3	NA	0.0
ENSG00000265875.1	NA	0.0
ENSG00000237666.2	NA	0.0
ENSG00000161896.9	IP6K3	0.0549719268231
ENSG00000254672.1	NA	0.10236583997899999
ENSG00000143033.16	MTF2	6.7654766221700005
ENSG00000256150.1	ITFG2-AS1	0.0
ENSG00000106410.13	NOBOX	0.0
ENSG00000259956.1	RBM15B	10.3903282382
ENSG00000150773.9	PIH1D2	0.877862120019
ENSG00000227958.1	NA	0.0
ENSG00000267083.1	KRT18P61	0.047806094759599994
ENSG00000274335.1	NA	0.0
ENSG00000259847.1	LINC02126	0.226595517689
ENSG00000226668.4	NA	0.0
ENSG00000268140.1	PCGF7P	0.23616483729
ENSG00000278987.1	NA	0.284382726847
ENSG00000250006.2	NA	0.0
ENSG00000236313.1	VN1R53P	0.0
ENSG00000273085.1	OR52E1	0.0
ENSG00000260729.1	NA	0.0248265990504
ENSG00000205362.9	MT1A	0.8164777762890001
ENSG00000245667.2	NA	0.0554038491053
ENSG00000203818.6	NA	0.03765310133369999
ENSG00000258517.1	NA	0.021516057905
ENSG00000254768.4	NA	0.0
ENSG00000202050.1	RNU6-391P	0.0
ENSG00000259799.1	NA	0.0
ENSG00000230533.1	NA	0.0296617165382
ENSG00000196296.12	ATP2A1	0.196154024301
ENSG00000270457.1	NA	0.137690039197
ENSG00000230481.2	IGKV1OR22-5	0.0
ENSG00000252861.1	RNU6-448P	0.0
ENSG00000231952.3	DPY19L1P2	0.13563346666200002
ENSG00000280956.1	NA	0.0
ENSG00000205331.5	OR6C72P	0.0
ENSG00000279123.1	NA	0.08702988919770001
ENSG00000206791.1	RNU1-129P	0.0
ENSG00000109805.8	NCAPG	8.94657887686
ENSG00000211978.2	IGHV5-78	0.157760112707
ENSG00000212039.1	NA	0.0
ENSG00000203780.9	FANK1	2.08583048937
ENSG00000111641.9	NOP2	9.86654251573
ENSG00000221923.7	ZNF880	1.34315972986
ENSG00000163975.10	MELTF	1.12009116123
ENSG00000239893.1	ZNF736P9Y	0.0
ENSG00000127329.13	PTPRB	2.2146299964200002
ENSG00000257815.4	PRANCR	2.4987507784400003
ENSG00000262358.1	NA	0.11693274685499999
ENSG00000250594.2	RNF14P2	0.0
ENSG00000077044.8	DGKD	4.55977477193
ENSG00000263570.1	NA	0.0
ENSG00000143183.15	TMCO1	39.6133552346
ENSG00000229941.4	PDE11A-AS1	0.0
ENSG00000279455.1	NA	0.0
ENSG00000108774.13	RAB5C	56.9505816982
ENSG00000125522.3	NPBWR2	0.0
ENSG00000183696.12	UPP1	0.904957780011
ENSG00000273826.1	NA	0.0
ENSG00000228318.3	NA	0.12510546572200001
ENSG00000275261.1	NA	0.0
ENSG00000212025.3	NA	0.0
ENSG00000279874.1	NA	0.0
ENSG00000269680.1	NA	0.7688697426860001
ENSG00000279859.1	NA	0.038022249386
ENSG00000222129.1	RNA5SP36	0.0
ENSG00000225758.1	RPS17P17	0.0
ENSG00000269113.3	TRABD2B	0.335227156372
ENSG00000231302.1	RPL36P2	0.0
ENSG00000268442.1	NA	0.337879534316
ENSG00000244031.3	RPS3AP17	0.0
ENSG00000281158.1	NA	0.0
ENSG00000268957.1	NA	0.0
ENSG00000231392.1	NA	0.0
ENSG00000166126.9	AMN	0.0066780360522999994
ENSG00000276289.3	KCNE1B	0.0170052921343
ENSG00000129451.10	KLK10	0.193259208922
ENSG00000260000.2	NA	0.490855459443
ENSG00000254312.1	MRPL57P7	0.0
ENSG00000259981.1	NA	0.0
ENSG00000117139.15	KDM5B	15.846637145399999
ENSG00000244025.3	KRTAP19-3	0.0
ENSG00000001460.16	STPG1	1.7935458237000002
ENSG00000241057.1	NA	0.0397771224346
ENSG00000135723.12	FHOD1	8.67607677352
ENSG00000080031.8	PTPRH	0.10356336435
ENSG00000168300.12	PCMTD1	12.615100095299999
ENSG00000234206.4	NA	0.0
ENSG00000196772.3	OR14A16	0.0
ENSG00000255531.1	NDUFS5P6	0.0
ENSG00000200693.2	U3	0.608355990176
ENSG00000268947.1	NA	0.9466641933740001
ENSG00000231982.1	NA	0.188037306054
ENSG00000145451.11	GLRA3	0.803208630221
ENSG00000250420.7	AACSP1	0.0183586718929
ENSG00000227097.5	RPS28P7	244.220166856
ENSG00000236764.4	COX7A2P2	0.0
ENSG00000106125.14	MINDY4	0.0782420769808
ENSG00000076984.16	MAP2K7	6.256489082640001
ENSG00000234595.1	NA	0.0
ENSG00000232360.1	NA	0.0
ENSG00000271824.1	SMIM32	0.0186119709052
ENSG00000218018.2	RBM38-AS1	0.0805874168804
ENSG00000133624.12	ZNF767P	2.8613353775200006
ENSG00000253801.2	NA	0.0
ENSG00000209082.1	MT-TL1	3.1026155499
ENSG00000125843.9	AP5S1	3.36823108878
ENSG00000155974.10	GRIP1	1.50801320236
ENSG00000243664.1	RPS29P12	0.0
ENSG00000105053.9	VRK3	3.61855682499
ENSG00000235976.2	H2BP8	0.0
ENSG00000267717.1	SRSF10P1	0.10152537794199999
ENSG00000232002.1	LINC01880	0.0
ENSG00000221539.1	SNORD99	5.2409046451
ENSG00000279064.1	NA	0.0
ENSG00000254920.1	NA	0.0
ENSG00000231378.1	NDUFAF4P4	0.0
ENSG00000257323.1	NA	0.0
ENSG00000257364.1	VENTXP3	0.0
ENSG00000260286.2	ARMH2	0.0
ENSG00000117394.18	SLC2A1	20.705094231900002
ENSG00000226235.1	LEMD1-AS1	0.027891186173099998
ENSG00000261654.1	NA	0.127007654089
ENSG00000125084.10	WNT1	0.0
ENSG00000264799.1	NA	0.0
ENSG00000263834.1	MIR4635	0.981840363891
ENSG00000251615.3	NA	6.47452552425
ENSG00000254227.1	NA	0.0
ENSG00000259443.1	NA	0.0
ENSG00000241537.1	NA	0.0332541859582
ENSG00000030304.11	MUSK	0.022256926469799997
ENSG00000172288.7	CDY1	0.0
ENSG00000270369.1	NA	0.0
ENSG00000258678.1	LINC02317	0.0
ENSG00000233469.1	ST6GALNAC4P1	0.27979498947
ENSG00000238211.1	POLR2LP1	0.0
ENSG00000220256.3	NA	0.0
ENSG00000212497.1	RNA5SP465	0.0
ENSG00000280799.1	DUX4L5	0.0
ENSG00000261840.2	NA	0.175670741066
ENSG00000234769.7	WASH4P	0.7843690996930001
ENSG00000252705.1	RNU6-175P	0.0
ENSG00000199812.1	RNU6-428P	0.0
ENSG00000164266.9	SPINK1	0.020963618580400002
ENSG00000261399.1	NA	0.033147602028799995
ENSG00000258467.1	PHKBP2	0.0
ENSG00000241815.1	NA	0.0
ENSG00000187135.7	VSTM2B	0.0
ENSG00000206344.6	HCG27	0.336094717597
ENSG00000274491.1	NA	0.0
ENSG00000240877.3	RN7SL521P	0.20893034005999997
ENSG00000278126.1	NA	1.01923339334
ENSG00000253713.1	NA	0.0
ENSG00000278981.1	NA	0.0
ENSG00000214929.3	SPATA31D1	0.0
ENSG00000248548.1	MTND4P8	0.0
ENSG00000168237.16	GLYCTK	0.787753367299
ENSG00000009724.15	MASP2	0.514548097548
ENSG00000237424.1	FOXD2-AS1	0.463722929937
ENSG00000228045.1	DNAJA1P6	0.131466760589
ENSG00000177519.3	RPRM	0.29528632018
ENSG00000263392.1	NA	0.0
ENSG00000105048.15	TNNT1	1.0861298101899999
ENSG00000280106.1	NA	2.20388742935
ENSG00000228360.1	NA	0.112822383633
ENSG00000228166.1	MTND1P11	0.035417985729400005
ENSG00000260414.1	NA	0.0
ENSG00000198888.2	MT-ND1	3315.75809826
ENSG00000143224.16	PPOX	4.86909277746
ENSG00000280483.1	NA	0.401200286625
ENSG00000242524.1	OR2U2P	0.0
ENSG00000236878.1	MTATP6P26	0.0703009565687
ENSG00000206047.2	DEFA1	0.0
ENSG00000231496.1	NA	0.0
ENSG00000258743.4	LINC02301	0.0
ENSG00000049239.11	H6PD	9.584788623460001
ENSG00000089902.9	RCOR1	6.4933811411899995
ENSG00000178075.18	GRAMD1C	4.06786489745
ENSG00000227964.1	LINC01429	0.00666942293615
ENSG00000261733.1	NA	0.0
ENSG00000223316.1	NA	0.0
ENSG00000108443.12	RPS6KB1	10.183295215800001
ENSG00000269921.1	NA	0.263927598762
ENSG00000272734.1	ADIRF-AS1	0.485795754159
ENSG00000106571.11	GLI3	5.14975749082
ENSG00000263631.1	MIR378D1	0.0
ENSG00000228316.1	MTATP6P19	0.07062099127230001
ENSG00000229406.1	OFD1P4Y	0.0
ENSG00000226824.5	NA	1.1246154445299998
ENSG00000221523.1	NA	0.0
ENSG00000152049.6	KCNE4	3.8519378311000003
ENSG00000230707.1	NA	0.26518081623000006
ENSG00000266563.1	EIF1P5	0.06629520405759999
ENSG00000123364.4	HOXC13	0.051219406519099994
ENSG00000225082.2	DAP3P1	0.0558024379478
ENSG00000255153.1	TOLLIP-AS1	0.264333593175
ENSG00000261663.1	NA	1.3977519291999998
ENSG00000196227.9	FAM217B	7.469475534830001
ENSG00000249996.1	PPIC-AS1	0.110610180032
ENSG00000248842.1	NA	0.0
ENSG00000230080.2	NA	0.0385577740252
ENSG00000253829.1	NA	0.040085472220900004
ENSG00000072694.17	FCGR2B	0.615046057496
ENSG00000188186.9	LAMTOR4	20.9458601432
ENSG00000175309.13	PHYKPL	2.20824101266
ENSG00000212211.2	U3	0.0
ENSG00000275592.1	VN1R7P	0.0343589761893
ENSG00000248935.1	NA	0.0
ENSG00000150477.13	KIAA1328	1.44019136472
ENSG00000231203.1	KRT8P10	0.0321625661703
ENSG00000236489.1	NA	0.155649609527
ENSG00000238731.1	RNU7-90P	0.0
ENSG00000011052.20	NME1-NME2	0.72502700199
ENSG00000236690.2	NA	0.0
ENSG00000181649.5	PHLDA2	5.92908207179
ENSG00000110395.4	CBL	2.48019812602
ENSG00000223922.1	ASS1P2	0.11416001614499999
ENSG00000254425.1	NA	0.0
ENSG00000276499.1	NA	0.0
ENSG00000107018.7	RLN1	0.323775669908
ENSG00000248480.1	NA	0.0
ENSG00000254174.1	IGHV1-12	0.0756735499975
ENSG00000239679.3	RN7SL193P	0.0
ENSG00000228790.1	NA	0.0
ENSG00000260799.1	KRT8P50	0.010787953928700002
ENSG00000128973.10	CLN6	10.457099510199999
ENSG00000100842.11	EFS	18.8054733052
ENSG00000234363.1	PPIAP27	0.0
ENSGR0000167393.15	NA	0.0
ENSG00000266246.1	NA	0.0
ENSG00000223905.1	NA	0.0
ENSG00000116285.11	ERRFI1	47.621368628999996
ENSG00000244756.1	NA	0.107729706594
ENSG00000167880.6	EVPL	8.72533161302
ENSG00000265948.1	NA	0.0
ENSG00000270930.1	GRAMD4P8	6.09392650607
ENSG00000279273.1	NA	0.0
ENSG00000139656.6	SMIM2	0.0
ENSG00000232140.1	NA	0.0296617165382
ENSG00000254418.1	SPON1-AS1	0.0
ENSG00000104998.3	IL27RA	2.3253904526599998
ENSG00000278530.3	CHMP1B2P	0.132101144617
ENSG00000279952.1	NA	0.0
ENSG00000230806.1	SRGAP2-AS1	0.0
ENSG00000082068.7	WDR70	4.687642615880001
ENSG00000258064.1	NA	0.0
ENSG00000186723.3	OR10H1	0.0
ENSG00000137948.17	BRDT	0.007158780687350001
ENSG00000222805.1	NA	0.0
ENSG00000165312.6	OTUD1	4.51164518251
ENSG00000235204.1	NA	0.302202813302
ENSG00000136319.10	TTC5	2.4168751733400002
ENSG00000249915.6	PDCD6	12.1058548371
ENSG00000232167.1	NA	0.0
ENSG00000277073.1	MIR6131	0.0
ENSG00000244657.1	NA	0.0
ENSG00000241231.1	NA	0.0
ENSG00000255774.1	LINC02747	1.5171191738499998
ENSG00000181991.14	MRPS11	4.925574552990001
ENSG00000226544.4	RPL7P22	0.021163816847900002
ENSG00000201920.1	RNA5SP442	0.0
ENSG00000079819.15	EPB41L2	3.87107834541
ENSG00000234460.1	NA	0.0343209684723
ENSG00000044524.9	EPHA3	0.418392867082
ENSG00000213753.9	CENPBD1P1	7.3990731065199995
ENSG00000197927.11	NBEAP2	3.0167676527599996
ENSG00000221725.1	RNU6ATAC25P	0.0
ENSG00000251359.4	WWC2-AS2	0.0639568024486
ENSG00000254146.1	HMGB1P46	0.0
ENSG00000253346.1	NA	0.0
ENSG00000211452.9	DIO1	1.18965320165
ENSG00000143793.11	C1orf35	3.5073671606300003
ENSG00000134333.12	LDHA	81.9570136562
ENSG00000275212.1	LINC02826	0.022914442761400002
ENSG00000244544.2	RN7SL446P	0.0
ENSG00000277250.1	Metazoa_SRP	0.18197158650400003
ENSG00000143184.4	XCL1	0.226965292604
ENSG00000266392.1	MIR4740	0.0
ENSG00000261798.1	NA	0.0389124023816
ENSG00000114062.16	UBE3A	13.7028231387
ENSG00000119772.15	DNMT3A	4.6552139303099995
ENSG00000213509.4	PPIAP16	0.0318543690954
ENSG00000271821.1	NA	0.12002381237500001
ENSG00000229642.1	NA	0.0
ENSG00000138735.14	PDE5A	3.3311458001200003
ENSG00000251838.1	NA	0.0
ENSG00000265727.2	RN7SL648P	0.566923107124
ENSG00000275491.1	LINC01730	0.09201113730419999
ENSG00000252130.1	RNU6-1045P	0.0
ENSG00000279013.1	NA	0.00768735270044
ENSG00000131845.13	ZNF304	3.8404039297400003
ENSG00000280186.1	NA	0.18634327627
ENSG00000259631.1	NA	0.0
ENSG00000182220.12	ATP6AP2	128.433572569
ENSG00000241757.3	RN7SL714P	0.0
ENSG00000253153.1	NA	0.0322517208929
ENSG00000166896.6	ATP23	6.58712624031
ENSG00000167676.3	PLIN4	0.61161795259
ENSG00000280007.1	NA	0.0463962415532
ENSG00000232177.1	MTND4P24	9.925243698660001
ENSG00000275944.1	NA	0.0
ENSG00000201683.1	Y_RNA	0.0
ENSG00000185839.3	NA	0.382206263393
ENSG00000233290.1	NA	0.0
ENSG00000223608.1	DSCR4-IT1	0.0
ENSG00000231261.1	HMGN2P10	0.0585399160358
ENSG00000228696.7	ARL17B	0.216940409391
ENSG00000229456.1	RLIMP1	0.009233974850879999
ENSG00000281222.1	NA	0.0
ENSG00000213187.3	COPS5P1	0.0
ENSG00000207176.1	Y_RNA	0.0
ENSG00000199077.2	MIR129-2	0.0
ENSG00000102007.9	PLP2	124.28655801299999
ENSG00000242411.2	NA	0.0508625499983
ENSG00000118094.10	TREH	0.0146257804049
ENSG00000270507.1	NA	0.0
ENSG00000048162.18	NOP16	3.56117822551
ENSG00000146535.12	GNA12	11.7868973097
ENSG00000135547.7	HEY2	1.7431696267200003
ENSG00000168306.11	ACOX2	0.743695098122
ENSG00000280341.1	NA	0.0
ENSG00000064102.13	INTS13	10.0962541885
ENSG00000148426.11	PROSER2	5.39971993737
ENSG00000115685.13	PPP1R7	19.3657040406
ENSG00000249916.1	NA	0.0
ENSG00000271200.1	PATJ-DT	0.0363303928559
ENSG00000276669.1	Metazoa_SRP	0.0
ENSG00000228404.1	NA	0.0
ENSG00000253538.1	NA	0.0
ENSG00000275859.1	MIR6720	0.0
ENSG00000249309.1	NA	0.0
ENSG00000167332.7	OR51E2	0.0648178736051
ENSG00000255236.2	NA	0.05997323872219999
ENSG00000235382.1	MTND4P31	0.0
ENSG00000130649.8	CYP2E1	0.0628843189097
ENSG00000100029.16	PES1	12.861182299200001
ENSG00000248574.1	ADAM20P2	0.0
ENSG00000274160.1	NA	0.0
ENSG00000259248.4	USP3-AS1	0.770517106762
ENSG00000211685.3	IGLC7	0.527655705765
ENSG00000268620.1	NA	0.0
ENSG00000207620.1	MIR516A2	0.0
ENSG00000255508.6	NA	0.44476593893999994
ENSG00000119471.13	HSDL2	28.1615119088
ENSG00000252540.1	RNU6-919P	0.0
ENSG00000229086.3	LINC01548	0.0
ENSG00000228929.1	RPS13P2	0.9546509384299999
ENSG00000264054.1	RPL31P9	0.0
ENSG00000231061.1	LINC00395	0.0
ENSG00000172345.12	STARD5	0.6607557962389999
ENSG00000224650.2	IGHV3-74	4.41343097813
ENSG00000236461.1	NA	0.0
ENSG00000132300.17	PTCD3	8.40673280639
ENSG00000229107.2	ABHD17AP4	0.0
ENSG00000211779.3	TRAV5	0.132213730819
